,jobUrl,jobDescription,desc
17,https://www.reed.co.uk/jobs/support-services-admin/52182387,"Support Services Admin Imperial Recruitment Group are delighted to announce that we are working in partnership with a Training Provider who are recruiting for a Support Services Admin on a Permanent basis. Salary: Up to 28,300 per annum (increase this year) Contract Type: Permanent Location: Erith Hours: Full time Role Profile To provide excellent customer and administration support to Apprenticeships and Industry training provision. To carry ou... ","  Support Services Admin Imperial Recruitment Group are delighted to announce that we are working in partnership with a Training Provider who are recruiting for a Support Services Admin on a Permanent basis. Salary: Up to £28,300 per annum (increase this year)  Contract Type: Permanent Location: Erith Hours: Full time Role Profile  To provide excellent customer and administration support to Apprenticeships and Industry training provision. To carry out standardised and bespoke administrative duties to support the processes and requirements of the provision. Responsibilities:  Deliver timely and efficient customer service to external and internal customers.Ensure accurate and timely completion of a complex range of administrative processes and record keeping that supports the delivery of training.Always display a positive and proactive can-do attitude to work, customers and fellow team members.Ensure all requirements are uploaded to the appropriate system to allow learners to progress to EPA within the given timescale.Use of internal and external systems applicable to the processing and record keeping in line with CITB, awarding organisation, funding and scheme requirements.Supervise and invigilate learner tests assessments and exams in a controlled testing environment, meeting all awarding organization testing and exam invigilation rules and EPAO requirements.Comply with Awarding Organisations/SQA, scheme bodies and ATO requirements including learner registrations and enrolments, resulting, qualification claims, data cleansing, updating of learner information and withdrawals.Undertake new or emerging tasks as directed by the manager in order to fulfil CITB’s requirements.Work effectively with other administrators to ensure that activities are covered in case of absence.Comply with CITB policies and procedures including document and record retention and data management.In collaboration with the manager, develop and review processes to ensure they remain current and relevant in line with requirements.Respond to enquiries and work towards a solution, working with other teams as needed.Carry out Reception duties including sign in, and H&S induction as required.Carry out purchasing requirements and be the central point of purchasing to ensure that materials and resources are available in a timely manner.Always display positive behaviours and attitudes to colleagues, visitors and learners.Attend and contribute positively to team meetings.Consistently demonstrate the required behaviours, whilst being a role model for learners and challenge inappropriate behaviour in a professional manner.Follow all safeguarding policies and procedures and be responsible for fostering a positive, inclusive and safe environment where all learners feel safe, included and supported.Ensure that all learners work and behave safely and always follow all health and safety rules and regulations.Attend relevant workshops, conferences, and training sessions to keep up to date with changes. Experience/Qualifications:  NVQ level 3 in either Business Admin or Customer Services or relevant background experienceMinimum of 3 GCSEs including maths and English.Experience and knowledge to intermediate level in Microsoft applicationsExcellent communication skillsStrong customer focusSelf-motivated and able to plan and organise own workload.Able to work on own initiative.Able to work effectively within a team.Committed, enthusiastic and professional.High attention to detailAbility to interpret, evaluate and disseminate information.Strong problem-solving skillsPrevious experience in an educational environmentAn understanding of certification schemes within construction training For more information on this opportunity please feel free to contact Imperial Recruitment Group. Due to the high volume of applications that we receive we may not be able to respond to every application, however, if you do not get a response within 7 days,  please consider your application for this opportunity unsuccessful but we will keep your details on file for other opportunities. "
18,https://www.reed.co.uk/jobs/senior-support-worker/42647168,"Do you have the commitment, energy and person-centred values to make a real difference to the lives of older people with care and support needs in Brent? Are you passionate about enabling local people to enjoy a good quality of life in extra care housing while remaining as independent as possible? Creative Support is a not-for-profit organisation which provides high quality, person-centred support to older people and people with a learning disab... ","  Do you have the commitment, energy and person-centred values to make a real difference to the lives of older people with care and support needs in Brent? Are you passionate about enabling local people to enjoy a good quality of life in extra care housing  while remaining as independent as possible? Creative Support is a not-for-profit organisation which provides high quality, person-centred support to older people and people with a learning disability, physical disabilities, mental health needs and dementia. The support we offer is tailored to the  individual client’s needs and preferences and promotes wellbeing, choice and community engagement. We are seeking warm, compassionate and proactive Extra Care Senior Support Workers to provide person-centered care and support to our services users. You will assist the Extra Care Registered Manager in the operational management of the service. The service  has capacity for 61 residents in Brent – a rich and culturally diverse area. You will be expected to collaborate with the Extra Care Registered Manager, Social Services and other stakeholders to ensure that the highest standards of care are provided. You will ensure that the care provided empowers clients and meets their needs. You  will also work in conjunction with service users’ families and friends to promote a positive atmosphere within the service. The ability to work in an empathetic and holistic way in order to maintain orientation and independence is essential. You must be flexible,  energetic and reliable. You must be willing to embrace all aspects of the role including, but not limited to, providing support with personal care and domestic tasks, and supporting individuals to access employment, education, and social opportunities. We value the personal skills and interests you will bring to both the role and to the lives of the people we support. Previous experience in services for older people, people with dementia and memory loss is essential. Your approach will be warm, person centered, and respectful. Creative Support is committed to your continuous professional development and you will have  the opportunity to explore your training and development needs. If you would like to have an informal discussion about this position, please contact Tamryn Nicol (Development Officer) on or .uk or Mahip Singh (Service Director) on or – please leave a voicemail in case you can’t reach us and we will definitely get back  to you. Benefits of working with Creative Support: We offer all employees competitive pay and a pension contribution in addition to 28 days annual leave. As an employer that is committed to the professional development of our staff we also support our care staff to complete the nationally recognised Care  Certificate and pay for your enhanced DBS. Additional benefits include enhanced maternity leave, employee support programmes and an additional day of leave each year on or around your Birthday. Creative Support is a passionate, inclusive, and anti-racist organisation. We are a Stonewall Diversity Champion, Disability Confident Employer, who have recently received Investors in People Gold award. We actively encourage applications from candidates  from all backgrounds and cultures, however we can only accept fully completed applications from those located in and eligible to work within the UK – Please be aware we are currently at full capacity with our Visa Sponsor Licenses, therefore we are not accepting  applicants who are seeking sponsorship. We are also not accepting applicants who are currently on a Skilled Worker Visa, seeking secondary employment, as we are unable to actively track the hours worked with the primary sponsor. We will be interviewing for this role as suitable applications are received and may close this role before the closing date upon a successful candidate being appointed. We do not notify unsuccessful candidates of their outcome at application stage, previously  unsuccessful applicants must wait six months before reapplying. "
19,https://www.reed.co.uk/jobs/it-support-analyst/52349973,"IT SUPPORT ANALYST CITY OF LONDON &amp; ROMFORD 30,000 to 32,000 ON CALL ALLOWANCE POST PROBATION A leading Chartered Accountancy firm in the heart of the city is hiring an IT Support Analyst to join their team. The company has a lovely modern office environment and operates on a hybrid basis. They have great company culture, with twice yearly salary reviews along with progression and development opportunities. The IT Support team plays an essen... ","  IT SUPPORT ANALYST  CITY OF LONDON & ROMFORD £30,000 to £32,000 + ON CALL ALLOWANCE POST PROBATION A leading Chartered Accountancy firm in the heart of the city is hiring an IT Support Analyst to join their team. The company has a lovely modern office environment and operates on a hybrid basis. They have great company culture, with twice yearly salary  reviews along with progression and development opportunities. The IT Support team plays an essential role within a fast-paced environment that keeps the business running smoothly. They are seeking an enthusiastic, communicative and driven individual to help deliver 1st, 2nd and elements of 3rd line IT support. Key responsibilities of the IT Support Analyst are:  Act as an escalation point for the internal IT Support team.To deliver IT support to a varied user base of over 800 users including fee earners and VIPsTo help with new starter inductions, become an application super user and provide training to usersTo adhere to and assist in creation of IT processes and daily tasks.Work within a shift rotation (between 0700-1900 Mon-Fri) and provide out of hours support (24/7) on rotationHome office will be Romford with a rotation working at site and from home with occasional City visit  As IT Support Analyst you must have:  Excellent working knowledge of Windows 10, Office 365, and desktop/laptop imaging (Microsoft AutoPilot)Working experience of Active Directory / Azure Active Directory and ExchangeKnowledge of MS SharePoint onlineTake initiatives and provide inputs for process improvements within the team to enhance efficiency.Creating & updating knowledge base articles & technical documentation as requiredPositive can-do attitude and approach to working within an existing IT team, in a company that has a strong and friendly cultureKnowledge of service management methodologies (ITIL), ITSM tools & ProcessesTechnically capable, able to demonstrate excellent troubleshooting skills A great opportunity for an experienced IT Support Analyst to join a well-established Accountancy firm. Send your CV to apply today. May & Stephens Ltd is acting as an Employment Agency in relation to this vacancy. "
20,https://www.reed.co.uk/jobs/application-support-analyst/52398024,"Application Support Analyst – City, London– circ 45,000 to 55,000 Generous Benefits Package &nbsp; Application Support Analyst required this varied and interesting opportunity: Our City based client is a cloud-first organisation with its portfolio of third-party products and in-house developed applications all hosted in Azure. The portfolio consists of a range of 3rd party applications including Property Management, Accounting and BI as well as ... "," Application Support Analyst – City, London– circ £45,000 to £55,000 + Generous Benefits Package Application Support Analyst required this varied and interesting opportunity:Our City based client is a cloud-first organisation with its portfolio of third-party products and in-house developed applications all hosted in Azure. The portfolio consists of a range of 3rd party applications including Property Management, Accounting and  BI as well as in-house developed systems. Working as part of a small team the Application Support Analyst will provide support for these key applications. This is a hybrid post where you will need to work in the City based office near Liverpool Street, St  Paul's, Moorgate, London Wall etc 3 days per week. Application Support Analyst - Key Duties Include: Diagnose, manage and resolve incidents in supported systems, working closely with internal and third-party support partners.Identify, manage and resolve underlying problems in systems.Support the business areas and be responsible for 2nd and some 3rd line application support.Testing and deployments of developed solutions.Review and implement upgrades and fixes available from system software suppliersWork with other members of the wider IS team to deliver changes to systems, including releases, training and user documentation Application Support Analyst - Key Skills & Experience Required Include:  Experience supporting a range of commonly used business applications ideally including Finance, Accounting, ERP etc Knowledge of MS Azure.Knowledge of SQL (ideally T-SQL for SQL Server or PL/SQL for Oracle)SharePoint online experience.Experience of planning, prioritising and organising own workload ensuring customer needs and expectations are met, administrative tasks are completed punctually and all documentation is updated effectively.Working closely with in-house or 3rd party teams to manage the release / deployment of upgrades, patches, fixes etc Self-motivated, resourceful and innovative with the ability to work proactively and take delegated tasks through to completion.Good interpersonal skills and works well as part of a team. The Reward:In return for your expertise our client can offer a salary in the region of £45,000 to £55,000 plus Bonus, Private Medical Insurance, Income Protection Insurance and a Generous Pension Scheme.For further information, please send your CV to Wayne Hawthorne at Vadis People Services Ltd. Vadis acts in the capacity of both an Employment Agent and Employment Business."
21,https://www.reed.co.uk/jobs/application-support-engineer/52258801,"Application Support Engineer | DV Clearance Required | Up to 60,000 15% bonus | London | On-site Yolk Recruitment are working with a global consulting organisation. They're searching for an experienced Application Support Engineer to join on a client site in London. If successful you will be embedded on one of their high profile defence client sites working to support secure applications. To be successful you will need exposure to software suppo... ","  Application Support Engineer | DV Clearance Required | Up to £60,000 + 15% bonus | London | On-site  Yolk Recruitment are working with a global consulting organisation. They're searching for an experienced Application Support Engineer to join on a client site in London.  If successful you will be embedded on one of their high profile defence client sites working to support secure applications. To be successful you will need exposure to software support & scripting using PowerShell, Shell, C# or a similar language, you will  also need strong understanding of the software development lifecycle.  The role is an excellent opportunity for a support engineer looking to progress towards software engineering. They are based in London & the role will be fully onsite.  What you will be doing:   Supporting a large portfolio of secure applications & systems. Working closely with software engineers to identify & fix bugs in code, escalating issues where appropriate.Providing remote support to customers including responding to phone & email queries. Adhering to service level agreements.  The experience you will bring to the team:   Experience working in a software / application support role in a secure environment. Understanding of the software development lifecycle. Experience working within an Agile development environment. Scripting experience in Shell, PowerShell, C#, SQL or similar. Active DV security clearance.  What you will receive in return:   Salary up to £60,00015% bonusPrivate medical insuranceEnhanced pension scheme25 days holiday (bank holidays on top) Got your attention?If you believe that you have the skills and experience for the role - then please get in touch. We also offer a referral scheme for any candidates whose details are passed to us that we successfully place. If you have any further questions then please contact  Ryan Harris at Yolk Recruitment.*Please note, whilst we do our best to contact all candidates, due to the high number of applications we receive we cannot guarantee this for every role. If you have not heard anything from us within 7 days of applying - then unfortunately you have been unsuccessful.  Please keep an eye on our website for more opportunities.*'Yolk Recruitment Ltd acts as an employment business for temporary positions and an employment agency for permanent positions. Yolk Recruitment Limited is committed to equal opportunity and diversity. Suitable candidates with equivalent qualifications and more  or less experience can apply.By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found at http://' "
22,https://www.reed.co.uk/jobs/national-support-manager/52344564,"About The Role Team – &nbsp;Strategic Partnership Working Pattern - &nbsp;Hybrid – 2&nbsp;days per week in the Vitality London Office.&nbsp;Full time, 37.5 hours per week.&nbsp; Top 3 skills needed for this role: Organised with attention to detail. Passion for Sales&nbsp; &nbsp; Great communicator&nbsp; What this role is all about: If you have sales experience and are looking for career development then this could be the perfect role for you. Yo... "," About The RoleTeam – Strategic PartnershipWorking Pattern - Hybrid – 2 days per week in the Vitality London Office. Full time, 37.5 hours per week. Top 3 skills needed for this role:  Organised with attention to detail.Passion for Sales   Great communicator  What this role is all about:If you have sales experience and are looking for career development then this could be the perfect role for you. Your day to day will be providing support to Vitality's teams of National Account Managers ( NAM's) and the Head of National Accounts. This role  is to support your development into a National Accounts Manager where you will have your own panel of preferred Strategic Partners. You will support these relationships in an effort to enhance our partnerships and grow sales within these important advisory  groups. Supportive responsibilities include the ongoing management of advisory events, the development and provision of network data packs and the delivery of specific internal training events for staff. You will be an advocate for change and will endeavour  to review and evolve how our existing systems, processes and projects can be improved to better meet the needs of our customers and provide improved efficiencies within our team. You will act as an important point of contact for the National Account Managers, working closely with the team and assisting their ongoing activities.Key Actions  To further Vitality's relationships within a select number of network and national advisory groups in an effort to grow their new business volumesExplore how we can encourage and support networks into a new advice areas such as PMITo manage the end-to-end journey of industry and network eventsTo manage the NAM Marketing Services Agreement process and subsequent payments of invoices Collation and distribution of National Account sales data in association with MI teamTo act in support of Vitality's Learning and Development team through specific in-house training events  Essential Skills needed to fulfil this role:  You will have proven experience in a sales or sales support roleIntermediate skills with PC applications, eg Microsoft Word, PowerPoint, Excel, OutlookAbility to work effectively under pressure Good communication skillsAbility to be able to prioritise effectively and manage variable workload So, what’s in it for you?  Bonus Schemes – A bonus that regularly rewards you for your performanceA pension of up to 12%– We will match your contributions up to 6% of your salaryOur award-winning Vitality health insurance – With its own set of rewards and benefitsLife Assurance – Four times annual salary These are just some of the many perks that we offer! To view the extensive range of benefits we offer, please visit our careers page. Fantastic Benefits. Exciting rewards. Great career opportunities!Who We AreAt Vitality, everything we do is driven by our core purpose. To make people healthier and to enhance and protect their lives through our market-leading health and life insurance and the Vitality Programme. We empower our members to take control of their wellness  and develop long-term healthy habits.Diversity & InclusionWe’re committed to diversity and inclusion because it’s good for our employees, for our business, and for society. To learn more please visit our Careers page.Vitality’s approach to sustainabilityVitality is a business that drives positive change. We reward people for making and sustaining healthier choices. But healthy people also need a healthy environment. To learn more please visit our Careers page.About The CompanyVitality is a multi award-winning UK insurance brand, here to make the world a healthier, happier place.Apart from offering some of the best cover out there, we help people take control of their health. We also help them get healthier, by giving them great rewards when they do healthy things.As a brand with a challenger mindset, anyone who can show us a better way to do things is someone we want to work with. So when you join us, expect a positive environment and plenty of opportunities to grow your career. You’ll also have some brilliant teammates  to support you and a dynamic work schedule to build your skills.Plus, you get to join our 1.7+ million members with access to our unique health insurance and healthy living programme. Just to make sure you know our products inside and out.Hybrid and flexible working is also a key part of our organisational setup. So there’s no need to ask. Let’s talk about it at interview stage, so we can make your role work for your lifestyle. #Li-HybridReady to find out if we’re the right fit for you? We can’t wait.We do reserve the right to close this advertisement early if we receive a high volume of suitable applications. If you are interested, please submit your application as soon as possible."
23,https://www.reed.co.uk/jobs/trainee-project-support/51870469,"Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so... ","  Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so please do not apply if you are already an experience project worker as we will be looking primarily at entry level roles. Qualified Project Managers can easily earn between £450-£1,000 per day working on contracted positions and average salaries for lower level and entry level positions are also extremely lucrative and in high demand. Below are current average salaries in the sector for lower-level positions and fully trained Project Managers:  Project Administrator - £26,000Project Coordinator - £33,000Junior Project Manager - £36,500PRINCE2 Project Manager - £61,500Senior Project Manager - £70,000 Using our experience in providing project management training online and through our expert recruitment consultants, we can provide a seamless journey and often fast-tracked route into a new career in the Project Management sector. The courses in the package have been identified by our recruitment partners as industry standards for the UK and European project sector. Skills shortages across all sectors are increasing the demand for qualified, entry-level career seekers and career changers. Whether you are working full-time, part-time or are unemployed, this job and recruitment package has the flexibility to be completed at a pace that suits you and can be completed in a few weeks. Your job and career goals are completed in 4 easy steps listed  below. Step 1 - APM (Association for Project Management) Qualification The first step is completing the APM Project Fundamentals Qualification (PFQ) This professional industry-recognised qualification teaches you the fundamental principles of the project profession. The APM are the only chartered project management group in the world. Study time for the qualification is approximately 20 hours and qualification achieved by completing a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1hour online revision workshop prior to sitting your exam. This qualification will set you on a route to becoming a Chartered Project Professional with additional study and experience. Step 2 - PRINCE2 Foundation PRINCE2 is the most recognised methodology used by Project Managers worldwide and therefore an essential qualification for anybody looking to work in Project Management. It is a process driven methodology and often referred to as a waterfall methodology. Study time is approximately 15-20 hours and qualification obtained through a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1-hour online revision workshop prior to sitting your exam. Step 3 - Project Management Simulation With our exclusive online Simulated Project Assignment, you will have the opportunity to make your way through a simulated project which shadows a project manager. These projects and scenarios are based on real world project and scenarios. Once completed, our tutor will grade your work and issue a certificate of completion. Step 4 - Recruitment Support Now you are qualified for an entry level project management position our recruitment support team will now begin collaborating with you to help you secure your first role in the project management sector. We have been helping candidates start and build careers in the project management industry since 2007 and have a 4.9 Trustscore on Trustpilot. Our Recruitment Support team will help you work through job applications, interviews and provide you with a full cv review based around your new qualification and written to maximise your chances of obtaining a role in the project management sector. They will provide you with guidance as to which roles our most suitable for you as an entry level project sector worker aiming to become a project manager. This will include mock job interviews as well as any help you feel you need. Our money back guarantee If after 1 year of passing your formal qualifications, we have been unable to help you secure a role, we will refund your study fees minus the cost of the exams. However, we are normally able to help candidates find their first role within 6 months of qualifying and for locations based close to major cities this is often reduced to less than 3 months. Check our testimonials from the hundreds of candidates we have already helped. What Now? To accommodate candidates, the training element of the package is available on finance terms of up to 1 year. This enables you to get qualified and start in your new role without having to fund all the training costs up front. Enquire now and one of our experienced Career Consultants will contact you within 4 working hours to answer any questions that you may have and to assist you in taking the first step towards your Project Management career aspirations. We look forward to receiving your new application and putting you on the pathway to a new and financially rewarding career in project management. "
24,https://www.reed.co.uk/jobs/trainee-project-support/51879868,"Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so... ","  Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so please do not apply if you are already an experience project worker as we will be looking primarily at entry level roles. Qualified Project Managers can easily earn between £450-£1,000 per day working on contracted positions and average salaries for lower level and entry level positions are also extremely lucrative and in high demand. Below are current average salaries in the sector for lower-level positions and fully trained Project Managers:  Project Administrator - £26,000Project Coordinator - £33,000Junior Project Manager - £36,500PRINCE2 Project Manager - £61,500Senior Project Manager - £70,000 Using our experience in providing project management training online and through our expert recruitment consultants, we can provide a seamless journey and often fast-tracked route into a new career in the Project Management sector. The courses in the package have been identified by our recruitment partners as industry standards for the UK and European project sector. Skills shortages across all sectors are increasing the demand for qualified, entry-level career seekers and career changers. Whether you are working full-time, part-time or are unemployed, this job and recruitment package has the flexibility to be completed at a pace that suits you and can be completed in a few weeks. Your job and career goals are completed in 4 easy steps listed  below. Step 1 - APM (Association for Project Management) Qualification The first step is completing the APM Project Fundamentals Qualification (PFQ) This professional industry-recognised qualification teaches you the fundamental principles of the project profession. The APM are the only chartered project management group in the world. Study time for the qualification is approximately 20 hours and qualification achieved by completing a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1hour online revision workshop prior to sitting your exam. This qualification will set you on a route to becoming a Chartered Project Professional with additional study and experience. Step 2 - PRINCE2 Foundation PRINCE2 is the most recognised methodology used by Project Managers worldwide and therefore an essential qualification for anybody looking to work in Project Management. It is a process driven methodology and often referred to as a waterfall methodology. Study time is approximately 15-20 hours and qualification obtained through a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1-hour online revision workshop prior to sitting your exam. Step 3 - Project Management Simulation With our exclusive online Simulated Project Assignment, you will have the opportunity to make your way through a simulated project which shadows a project manager. These projects and scenarios are based on real world project and scenarios. Once completed, our tutor will grade your work and issue a certificate of completion. Step 4 - Recruitment Support Now you are qualified for an entry level project management position our recruitment support team will now begin collaborating with you to help you secure your first role in the project management sector. We have been helping candidates start and build careers in the project management industry since 2007 and have a 4.9 Trustscore on Trustpilot. Our Recruitment Support team will help you work through job applications, interviews and provide you with a full cv review based around your new qualification and written to maximise your chances of obtaining a role in the project management sector. They will provide you with guidance as to which roles our most suitable for you as an entry level project sector worker aiming to become a project manager. This will include mock job interviews as well as any help you feel you need. Our money back guarantee If after 1 year of passing your formal qualifications, we have been unable to help you secure a role, we will refund your study fees minus the cost of the exams. However, we are normally able to help candidates find their first role within 6 months of qualifying and for locations based close to major cities this is often reduced to less than 3 months. Check our testimonials from the hundreds of candidates we have already helped. What Now? To accommodate candidates, the training element of the package is available on finance terms of up to 1 year. This enables you to get qualified and start in your new role without having to fund all the training costs up front. Enquire now and one of our experienced Career Consultants will contact you within 4 working hours to answer any questions that you may have and to assist you in taking the first step towards your Project Management career aspirations. We look forward to receiving your new application and putting you on the pathway to a new and financially rewarding career in project management. "
25,https://www.reed.co.uk/jobs/trainee-project-support/51868631,"Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so... ","  Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so please do not apply if you are already an experience project worker as we will be looking primarily at entry level roles. Qualified Project Managers can easily earn between £450-£1,000 per day working on contracted positions and average salaries for lower level and entry level positions are also extremely lucrative and in high demand. Below are current average salaries in the sector for lower-level positions and fully trained Project Managers:  Project Administrator - £26,000Project Coordinator - £33,000Junior Project Manager - £36,500PRINCE2 Project Manager - £61,500Senior Project Manager - £70,000 Using our experience in providing project management training online and through our expert recruitment consultants, we can provide a seamless journey and often fast-tracked route into a new career in the Project Management sector. The courses in the package have been identified by our recruitment partners as industry standards for the UK and European project sector. Skills shortages across all sectors are increasing the demand for qualified, entry-level career seekers and career changers. Whether you are working full-time, part-time or are unemployed, this job and recruitment package has the flexibility to be completed at a pace that suits you and can be completed in a few weeks. Your job and career goals are completed in 4 easy steps listed  below. Step 1 - APM (Association for Project Management) Qualification The first step is completing the APM Project Fundamentals Qualification (PFQ) This professional industry-recognised qualification teaches you the fundamental principles of the project profession. The APM are the only chartered project management group in the world. Study time for the qualification is approximately 20 hours and qualification achieved by completing a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1hour online revision workshop prior to sitting your exam. This qualification will set you on a route to becoming a Chartered Project Professional with additional study and experience. Step 2 - PRINCE2 Foundation PRINCE2 is the most recognised methodology used by Project Managers worldwide and therefore an essential qualification for anybody looking to work in Project Management. It is a process driven methodology and often referred to as a waterfall methodology. Study time is approximately 15-20 hours and qualification obtained through a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1-hour online revision workshop prior to sitting your exam. Step 3 - Project Management Simulation With our exclusive online Simulated Project Assignment, you will have the opportunity to make your way through a simulated project which shadows a project manager. These projects and scenarios are based on real world project and scenarios. Once completed, our tutor will grade your work and issue a certificate of completion. Step 4 - Recruitment Support Now you are qualified for an entry level project management position our recruitment support team will now begin collaborating with you to help you secure your first role in the project management sector. We have been helping candidates start and build careers in the project management industry since 2007 and have a 4.9 Trustscore on Trustpilot. Our Recruitment Support team will help you work through job applications, interviews and provide you with a full cv review based around your new qualification and written to maximise your chances of obtaining a role in the project management sector. They will provide you with guidance as to which roles our most suitable for you as an entry level project sector worker aiming to become a project manager. This will include mock job interviews as well as any help you feel you need. Our money back guarantee If after 1 year of passing your formal qualifications, we have been unable to help you secure a role, we will refund your study fees minus the cost of the exams. However, we are normally able to help candidates find their first role within 6 months of qualifying and for locations based close to major cities this is often reduced to less than 3 months. Check our testimonials from the hundreds of candidates we have already helped. What Now? To accommodate candidates, the training element of the package is available on finance terms of up to 1 year. This enables you to get qualified and start in your new role without having to fund all the training costs up front. Enquire now and one of our experienced Career Consultants will contact you within 4 working hours to answer any questions that you may have and to assist you in taking the first step towards your Project Management career aspirations. We look forward to receiving your new application and putting you on the pathway to a new and financially rewarding career in project management. "
26,https://www.reed.co.uk/jobs/trainee-project-support/52007471,"Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so... ","  Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We specialise in placing candidates within the project sector using our career progression and placement program. Please note this career program is designed for entry level individuals with limited or no experience, so please do not apply if you are already an experience project worker as we will be looking primarily at entry level roles. Qualified Project Managers can easily earn between £450-£1,000 per day working on contracted positions and average salaries for lower level and entry level positions are also extremely lucrative and in high demand. Below are current average salaries in the sector for lower-level positions and fully trained Project Managers:  Project Administrator - £26,000Project Coordinator - £33,000Junior Project Manager - £36,500PRINCE2 Project Manager - £61,500Senior Project Manager - £70,000 Using our experience in providing project management training online and through our expert recruitment consultants, we can provide a seamless journey and often fast-tracked route into a new career in the Project Management sector. The courses in the package have been identified by our recruitment partners as industry standards for the UK and European project sector. Skills shortages across all sectors are increasing the demand for qualified, entry-level career seekers and career changers. Whether you are working full-time, part-time or are unemployed, this job and recruitment package has the flexibility to be completed at a pace that suits you and can be completed in a few weeks. Your job and career goals are completed in 4 easy steps listed  below. Step 1 - APM (Association for Project Management) Qualification The first step is completing the APM Project Fundamentals Qualification (PFQ) This professional industry-recognised qualification teaches you the fundamental principles of the project profession. The APM are the only chartered project management group in the world. Study time for the qualification is approximately 20 hours and qualification achieved by completing a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1hour online revision workshop prior to sitting your exam. This qualification will set you on a route to becoming a Chartered Project Professional with additional study and experience. Step 2 - PRINCE2 Foundation PRINCE2 is the most recognised methodology used by Project Managers worldwide and therefore an essential qualification for anybody looking to work in Project Management. It is a process driven methodology and often referred to as a waterfall methodology. Study time is approximately 15-20 hours and qualification obtained through a 1-hour multiple choice exam. The course is provided online and comes complete with exam simulators and revision tools. You will be provided with access to a 1-hour online revision workshop prior to sitting your exam. Step 3 - Project Management Simulation With our exclusive online Simulated Project Assignment, you will have the opportunity to make your way through a simulated project which shadows a project manager. These projects and scenarios are based on real world project and scenarios. Once completed, our tutor will grade your work and issue a certificate of completion. Step 4 - Recruitment Support Now you are qualified for an entry level project management position our recruitment support team will now begin collaborating with you to help you secure your first role in the project management sector. We have been helping candidates start and build careers in the project management industry since 2007 and have a 4.9 Trustscore on Trustpilot. Our Recruitment Support team will help you work through job applications, interviews and provide you with a full cv review based around your new qualification and written to maximise your chances of obtaining a role in the project management sector. They will provide you with guidance as to which roles our most suitable for you as an entry level project sector worker aiming to become a project manager. This will include mock job interviews as well as any help you feel you need. Our money back guarantee If after 1 year of passing your formal qualifications, we have been unable to help you secure a role, we will refund your study fees minus the cost of the exams. However, we are normally able to help candidates find their first role within 6 months of qualifying and for locations based close to major cities this is often reduced to less than 3 months. Check our testimonials from the hundreds of candidates we have already helped. What Now? To accommodate candidates, the training element of the package is available on finance terms of up to 1 year. This enables you to get qualified and start in your new role without having to fund all the training costs up front. Enquire now and one of our experienced Career Consultants will contact you within 4 working hours to answer any questions that you may have and to assist you in taking the first step towards your Project Management career aspirations. We look forward to receiving your new application and putting you on the pathway to a new and financially rewarding career in project management. "
